[Header]
TITLE,20201208_CrCl2pym-Ag_HC_2to60K.dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,4.4,MASS:Sample Mass (mg)
INFO,0.2,MASSERR:Sample Mass Error (mg)
INFO,0,MOLWGHT:Formula Weight (g/mole)
INFO,0,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (muJ/K),Samp HC Err (muJ/K),Addenda HC (muJ/K),Addenda HC Err (muJ/K),Total HC (muJ/K),Total HC Err (muJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (muJ/K/K),Addenda Offset HC (muJ/K)
3816614414.90491,,1857,30.5998,30.5998,0.32000637,9.8999999E-6,30.799897,0.67054217,389.96532,0.881,189.91328,0.4145,579.8786,0.881,1.3511936,15.01283,0.26373358,92.062033,,,1,,,,4.0159753E-5,30.058912,948.63364,12.661254,0
3816614609.85314,,1857,30.8001,30.8001,0.28445011,9.8999999E-6,30.992659,0.6648442,393.63195,0.89,192.20767,0.4189,585.83961,0.89,13.828143,15.162103,0.2686126,92.003242,,,1,,,,4.0183062E-5,30.02566,960.54488,12.700813,0
3816614723.27299,,1857,30.8001,30.8001,0.22518967,9.8999999E-6,31.000703,0.67560277,393.41618,0.8775,192.31224,0.4192,585.72842,0.8775,1.6648501,15.071468,0.2652176,92.060135,,,1,,,,4.0403722E-5,30.324206,961.04359,12.690557,0
3816614836.39079,,1857,30.8002,30.8002,0.24889384,9.8999999E-6,31.000207,0.67317249,393.52892,0.8887,192.30312,0.4191,585.83204,0.8887,1.6022114,15.071044,0.26565963,92.045662,,,1,,,,4.0415449E-5,30.142937,961.01286,12.694396,0
3816615030.99264,,1857,30.9999,30.9999,0.27259803,9.8999999E-6,31.193019,0.66877011,396.7413,0.9057,194.61034,0.4239,591.35164,0.9057,16.139652,15.232103,0.27056974,91.996339,,,1,,,,4.0371621E-5,30.142087,973.00445,12.718913,0
3816615144.67469,,1857,31.0003,31.0003,0.26074591,9.8999999E-6,31.201792,0.67984103,396.75929,0.8952,194.72646,0.4241,591.48576,0.8952,2.3334739,15.163424,0.26874087,92.016114,,,1,,,,4.055886E-5,30.464207,973.55183,12.715914,0
3816615273.38269,,1857,31.0005,31.0005,0.21333757,9.8999999E-6,31.200781,0.67851776,396.79614,0.8952,194.71402,0.4241,591.51016,0.8952,10.642433,15.184543,0.26958025,92.001855,,,1,,,,4.0507344E-5,30.326849,973.48875,12.717507,0
3816615466.64116,,1857,31.2007,31.2007,0.28445011,9.8999999E-6,31.39428,0.67347683,400.25349,0.9189,197.03444,0.4293,597.28793,0.9189,22.428472,15.302508,0.27230314,91.9933,,,1,,,,4.0586319E-5,30.369085,985.60085,12.749249,0
3816615595.55204,,1857,31.2003,31.2003,0.26074591,9.8999999E-6,31.402379,0.68383367,400.26719,0.9005,197.14254,0.4295,597.40973,0.9005,8.1563267,15.242978,0.27070616,92.010734,,,1,,,,4.0748851E-5,30.605017,986.10939,12.746397,0
3816615724.78162,,1857,31.2004,31.2004,0.35556263,9.8999999E-6,31.401615,0.68191896,400.47295,0.8984,197.13005,0.4295,597.603,0.8984,5.1769689,15.232801,0.27056887,92.007659,,,1,,,,4.079052E-5,30.485957,986.06141,12.75326,0
3816615919.17937,,1857,31.4004,31.4004,0.2963022,9.8999999E-6,31.594831,0.67608094,404.03618,0.9227,199.45561,0.4351,603.49179,0.9227,10.144495,15.362926,0.27485046,91.959064,,,1,,,,4.0851131E-5,30.465602,998.23337,12.788047,0
3816616048.13073,,1857,31.4005,31.4005,0.2014855,9.8999999E-6,31.602977,0.68625546,404.2924,0.9047,199.56436,0.4354,603.85676,0.9047,10.088311,15.299727,0.27343043,91.967266,,,1,,,,4.1042997E-5,30.725853,998.74815,12.792858,0
3816616177.16788,,1857,31.4005,31.4005,0.23704174,9.8999999E-6,31.602215,0.68446064,404.44189,0.9048,199.55148,0.4354,603.99338,0.9048,7.4876315,15.283042,0.27292026,91.972133,,,1,,,,4.109649E-5,30.599453,998.69998,12.797897,0
3816616371.16946,,1857,31.6003,31.6003,0.36741471,9.8999999E-6,31.795241,0.67800397,407.96879,0.9404,201.8803,0.4416,609.84909,0.9404,8.0908743,15.398179,0.27668678,91.931464,,,1,,,,4.1190479E-5,30.566084,1010.9373,12.831128,0
3816616500.25233,,1857,31.6001,31.6001,0.36741471,9.8999999E-6,31.802876,0.68807733,408.34212,0.9235,201.98402,0.4418,610.32615,0.9235,9.8427167,15.350612,0.27534536,91.944413,,,1,,,,4.1348027E-5,30.796358,1011.4229,12.839786,0
3816616629.29363,,1857,31.5998,31.5998,0.39111891,9.8999999E-6,31.802543,0.68652945,408.22329,0.9076,201.97545,0.4418,610.19874,0.9076,8.3208032,15.315429,0.27453858,91.950328,,,1,,,,4.1432806E-5,30.701223,1011.4017,12.836184,0
3816616822.75252,,1857,31.8007,31.8007,0.35556263,9.8999999E-6,31.995458,0.67987407,411.89483,0.9552,204.31096,0.4486,616.20579,0.9552,11.809061,15.448945,0.27962875,91.880136,,,1,,,,4.1491798E-5,30.630859,1023.7093,12.873541,0
3816616938.58863,,1857,31.7994,31.7994,0.32000637,9.8999999E-6,32.004445,0.68979752,412.20071,0.9237,204.39399,0.4489,616.5947,0.9237,1.7767365,15.341433,0.27624245,91.921094,,,1,,,,4.1800256E-5,30.89789,1024.2845,12.879483,0
3816617067.71615,,1857,31.8001,31.8001,0.22518967,9.8999999E-6,32.002354,0.68615685,412.3793,0.9291,204.39667,0.4489,616.77598,0.9291,5.3828793,15.340312,0.27709477,91.894325,,,1,,,,4.1821956E-5,30.682867,1024.1507,12.885905,0
3816617261.15314,,1857,32,32,0.2014855,9.8999999E-6,32.195793,0.68051833,415.93207,0.9645,206.7437,0.4564,622.67577,0.9645,14.656163,15.447304,0.28033958,91.865233,,,1,,,,4.1932983E-5,30.680625,1036.5691,12.918833,0
3816617377.33195,,1857,32.0008,32.0008,0.17778131,9.8999999E-6,32.203976,0.68955682,416.59444,0.9346,206.81752,0.4566,623.41196,0.9346,1.4757556,15.362417,0.27774945,91.891914,,,1,,,,4.2209921E-5,30.894608,1037.0961,12.936118,0
3816617506.45029,,1857,31.9998,31.9998,0.22518967,9.8999999E-6,32.202019,0.68646515,416.76259,0.9468,206.82217,0.4566,623.58476,0.9468,6.5865097,15.353867,0.27845059,91.865789,,,1,,,,4.2251369E-5,30.724834,1036.97,12.942126,0
3816617700.97535,,1857,32.2004,32.2004,0.15407714,9.8999999E-6,32.395208,0.68075185,420.11501,0.9764,209.17174,0.4647,629.28675,0.9764,11.456885,15.451218,0.28222255,91.81808,,,1,,,,4.237619E-5,30.707733,1049.4495,12.968431,0
3816617816.70791,,1857,32.2001,32.2001,0.16592923,9.8999999E-6,32.403366,0.68924651,420.76172,0.9661,209.24438,0.465,630.0061,0.9661,1.6050277,15.358495,0.28006693,91.827766,,,1,,,,4.2679877E-5,30.902435,1049.9781,12.985124,0
3816617946.28999,,1857,32.2002,32.2002,0.16592923,9.8999999E-6,32.401134,0.68589659,420.70039,0.9567,209.24396,0.465,629.94435,0.9567,9.2797195,15.332858,0.27985793,91.820685,,,1,,,,4.274849E-5,30.71699,1049.8335,12.984126,0
3816618139.19218,,1857,32.4012,32.4012,0.1896334,9.8999999E-6,32.593743,0.67939321,424.62457,0.9968,211.59343,0.4736,636.218,0.9968,12.931794,15.449164,0.28453117,91.752895,,,1,,,,4.2862461E-5,30.665715,1062.3521,13.027794,0
3816618254.98121,,1857,32.4007,32.4007,0.16592923,9.8999999E-6,32.602468,0.68846719,424.91702,0.9632,211.67264,0.4739,636.58966,0.9632,1.7647459,15.33681,0.28174765,91.772696,,,1,,,,4.3197517E-5,30.898328,1062.9209,13.033278,0
3816618383.97762,,1857,32.3996,32.3996,0.15407714,9.8999999E-6,32.599883,0.68457886,425.01846,0.964,211.6685,0.4739,636.68696,0.964,9.8542712,15.323459,0.28301045,91.727918,,,1,,,,4.325228E-5,30.67362,1062.7524,13.037423,0
3816618577.64853,,1857,32.6,32.6,0.14222506,9.8999999E-6,32.792566,0.67843722,428.6155,1.017,214.02388,0.4829,642.63938,1.017,23.32214,15.405718,0.28597962,91.694332,,,1,,,,4.3428276E-5,30.646919,1075.3524,13.070508,0
3816618707.22384,,1857,32.5995,32.5995,0.16592923,9.8999999E-6,32.79987,0.68641004,428.84069,0.9832,214.11945,0.4832,642.96014,0.9832,10.037872,15.312987,0.28471135,91.680878,,,1,,,,4.3716266E-5,30.811435,1075.8315,13.074463,0
3816618836.57443,,1857,32.6002,32.6002,0.16592923,9.8999999E-6,32.7986,0.68313021,429.10767,0.9844,214.09785,0.4831,643.20552,0.9844,8.9719081,15.286502,0.28519962,91.649928,,,1,,,,4.3816716E-5,30.625974,1075.7482,13.083109,0
3816619031.90512,,1857,32.8009,32.8009,-0.27259803,9.8999999E-6,32.990724,0.67614314,432.98279,1.02,216.45271,0.4924,649.4355,1.02,16.39096,15.36275,0.28838273,91.605089,,,1,,,,4.4029726E-5,30.573003,1088.3878,13.12438,0
3816619161.25259,,1857,32.8007,32.8007,-0.23704174,9.8999999E-6,32.997576,0.68366242,433.03127,1.005,216.54126,0.4927,649.57253,1.005,8.4357785,15.255648,0.28649674,91.60241,,,1,,,,4.4348471E-5,30.7255,1088.84,13.123124,0
3816619290.37668,,1857,32.7998,32.7998,-0.26074591,9.8999999E-6,32.996198,0.68013453,433.50419,1.009,216.51774,0.4926,650.02193,1.009,5.7784866,15.229495,0.28650873,91.58379,,,1,,,,4.446115E-5,30.511297,1088.7491,13.138004,0
3816619483.0749,,1857,33.0005,33.0005,-0.24889384,9.8999999E-6,33.188664,0.67320232,437.24695,1.042,218.88513,0.502,656.13208,1.042,11.265922,15.302832,0.2898637,91.53364,,,1,,,,4.4673163E-5,30.458989,1101.4874,13.174587,0
3816619612.14734,,1857,32.9999,32.9999,-0.28445011,9.8999999E-6,33.195904,0.68092664,437.00399,1.005,218.97865,0.5024,655.98264,1.005,11.940715,15.192292,0.28763597,91.540766,,,1,,,,4.4985089E-5,30.605664,1101.9681,13.164395,0
3816619725.89193,,1857,33.0003,33.0003,0.16592923,9.8999999E-6,33.19513,0.67689209,437.28537,1.025,218.9606,0.5023,656.24597,1.025,1.5293992,15.146793,0.28753848,91.51593,,,1,,,,4.5145131E-5,30.384584,1101.9167,13.173178,0
3816619919.14761,,1857,33.2002,33.2002,0.14222506,9.8999999E-6,33.38633,0.67713944,440.15194,1.035,221.35037,0.5118,661.5023,1.035,38.367417,15.552984,0.29092978,91.653511,,,1,,,,4.4281045E-5,30.293586,1114.647,13.183598,0
3816620050.75083,,1857,33.1999,33.1999,0.21333757,9.8999999E-6,33.401382,0.7009711,438.98353,1.015,221.5513,0.5126,660.53483,1.015,11.601668,15.762601,0.29398235,91.689307,,,1,,,,4.3616014E-5,31.105967,1115.6523,13.142676,0
3816620183.33355,,1857,33.2003,33.2003,0.15407714,9.8999999E-6,33.406141,0.70583998,438.97454,1.009,221.61372,0.5128,660.58826,1.009,15.705795,15.711958,0.29199791,91.719648,,,1,,,,4.3752833E-5,31.525202,1115.9703,13.140534,0
3816620381.35859,,1857,33.4003,33.4003,0.11852087,9.8999999E-6,33.598806,0.70204832,442.64579,1.047,224.02109,0.5223,666.66688,1.047,17.983628,16.00628,0.29761005,91.72347,,,1,,,,4.3339864E-5,31.423916,1128.8798,13.17445,0
3816620516.5975,,1857,33.4001,33.4001,-0.071112528,9.8999999E-6,33.611233,0.72057936,441.72982,1.007,224.17055,0.5228,665.90037,1.007,14.276009,16.051041,0.29509659,91.824368,,,1,,,,4.3143528E-5,32.012559,1129.715,13.142327,0
3816620635.83697,,1857,33.4009,33.4009,-0.023704175,9.8999999E-6,33.613818,0.72298144,441.70049,1.017,224.20885,0.523,665.90934,1.017,1.4983117,16.102914,0.29430733,91.873042,,,1,,,,4.2993964E-5,32.102081,1129.8888,13.140444,0
3816620834.92937,,1857,33.6005,33.6005,-0.04740835,9.8999999E-6,33.808007,0.72023083,445.21514,1.042,226.64332,0.5322,671.85847,1.042,9.0232595,16.318546,0.2999881,91.834638,,,1,,,,4.2810286E-5,32.205828,1142.9814,13.168926,0
3816620955.22778,,1857,33.6003,33.6003,-0.011852087,9.8999999E-6,33.81857,0.73401168,445.30575,1.036,226.79363,0.5328,672.09938,1.036,1.3995975,16.293396,0.29804091,91.876355,,,1,,,,4.2881942E-5,32.637093,1143.6956,13.167492,0
3816621075.30751,,1857,33.6,33.6,-0.011852087,9.8999999E-6,33.819322,0.73358949,445.14802,1.034,226.80171,0.5328,671.94972,1.034,1.4322882,16.285333,0.29754564,91.886985,,,1,,,,4.2890826E-5,32.586791,1143.7465,13.162535,0
3816621276.31658,,1857,33.8002,33.8002,-0.04740835,9.8999999E-6,34.011994,0.72833661,449.18435,1.047,229.22507,0.5416,678.40942,1.047,9.0835975,16.501338,0.30318968,91.846379,,,1,,,,4.2743574E-5,32.570666,1156.8158,13.206646,0
3816621414.84011,,1857,33.8001,33.8001,-0.1896334,9.8999999E-6,34.022164,0.74232607,449.17526,1.017,229.33493,0.542,678.51019,1.017,7.8436796,16.442548,0.30046803,91.89201,,,1,,,,4.2892074E-5,33.002675,1157.5077,13.202431,0
3816621535.50975,,1857,33.8004,33.8004,-0.1896334,9.8999999E-6,34.022324,0.73972177,449.3303,1.053,229.36575,0.5421,678.69605,1.053,1.4467399,16.420709,0.29940124,91.909341,,,1,,,,4.2957252E-5,32.885095,1157.5186,13.206926,0
3816621735.07302,,1857,34.0001,34.0001,-0.2014855,9.8999999E-6,34.214333,0.73392195,453.23239,1.072,231.79035,0.5504,685.02274,1.072,18.046658,16.613231,0.30476266,91.865775,,,1,,,,4.2862888E-5,32.841419,1170.6206,13.246857,0
3816621873.64784,,1857,34.0001,34.0001,-0.26074591,9.8999999E-6,34.224313,0.74700859,453.66716,1.025,231.89741,0.5507,685.56456,1.025,9.0609238,16.563459,0.30194114,91.915154,,,1,,,,4.3015232E-5,33.226461,1171.3036,13.255698,0
3816622012.23737,,1857,34,34,-0.04740835,9.8999999E-6,34.223992,0.74582233,453.77508,1.028,231.89318,0.5507,685.66826,1.028,6.6252184,16.581028,0.30318284,91.889838,,,1,,,,4.2982066E-5,33.126917,1171.2816,13.258976,0
3816622213.63376,,1857,34.2003,34.2003,0.023704175,9.8999999E-6,34.417284,0.74010378,457.7755,1.076,234.34433,0.5584,692.11983,1.076,12.528258,16.739005,0.3078249,91.84885,,,1,,,,4.2984253E-5,33.162057,1184.5495,13.300744,0
3816622353.24417,,1857,34.2006,34.2006,0.011852087,9.8999999E-6,34.426743,0.75218573,457.7213,1.059,234.47858,0.5589,692.19988,1.059,9.0870853,16.686382,0.3057953,91.879025,,,1,,,,4.3117301E-5,33.478009,1185.2006,13.295516,0
3816622475.81213,,1857,34.2001,34.2001,0.071112528,9.8999999E-6,34.427027,0.75055888,457.94668,1.083,234.47828,0.5588,692.42496,1.083,1.2559399,16.665562,0.30513735,91.884854,,,1,,,,4.3184442E-5,33.372763,1185.2202,13.301952,0
3816622679.30249,,1857,34.4003,34.4003,-0.035556264,9.8999999E-6,34.618938,0.74399824,461.85877,1.083,236.92358,0.5658,698.78235,1.083,16.074995,16.827754,0.30912603,91.863781,,,1,,,,4.3163539E-5,33.331124,1198.4709,13.341217,0
3816622819.20986,,1857,34.4002,34.4002,0.023704175,9.8999999E-6,34.627863,0.75599197,462.10557,1.06,237.05295,0.5662,699.15852,1.06,9.472437,16.788071,0.30810492,91.871489,,,1,,,,4.3287121E-5,33.655509,1199.0889,13.344906,0
3816622958.9444,,1857,34.4003,34.4003,0.16592923,9.8999999E-6,34.628028,0.7549721,462.02001,1.053,237.05206,0.5662,699.07207,1.053,6.9240199,16.770472,0.30720273,91.887265,,,1,,,,4.3323453E-5,33.576141,1199.1003,13.342371,0
3816623162.75877,,1857,34.6005,34.6005,0.10666879,9.8999999E-6,34.820015,0.7481631,466.30229,1.106,239.51227,0.5725,705.81456,1.106,9.9368049,16.944016,0.3124757,91.836103,,,1,,,,4.3303538E-5,33.540945,1212.4334,13.391789,0
3816623286.83826,,1857,34.6002,34.6002,0.10666879,9.8999999E-6,34.830354,0.75995963,466.3425,1.095,239.65614,0.5729,705.99864,1.095,1.623316,16.848561,0.3096304,91.866033,,,1,,,,4.3552922E-5,33.888032,1213.1535,13.388968,0
3816623411.13426,,1857,34.5996,34.5996,0.2014855,9.8999999E-6,34.829772,0.7574168,466.22159,1.082,239.64136,0.5728,705.86295,1.082,1.2966668,16.810948,0.30703457,91.916546,,,1,,,,4.363038E-5,33.697121,1213.113,13.38572,0
3816623615.0913,,1857,34.8004,34.8004,0.011852087,9.8999999E-6,35.020876,0.75104181,470.25187,1.121,242.10788,0.5786,712.35975,1.121,9.1056336,17.034733,0.31448693,91.834444,,,1,,,,4.3470121E-5,33.621895,1226.4617,13.427759,0
3816623739.9713,,1857,34.8004,34.8004,0.011852087,9.8999999E-6,35.032287,0.76464257,470.28254,1.091,242.23354,0.5789,712.51608,1.091,1.3337396,16.940893,0.31056172,91.892791,,,1,,,,4.3706842E-5,34.069466,1227.2611,13.42426,0
3816623863.84734,,1857,34.8004,34.8004,0.023704175,9.8999999E-6,35.031149,0.76152166,470.46344,1.107,242.24928,0.5789,712.71273,1.107,1.2554565,16.936119,0.31099928,91.878184,,,1,,,,4.3734878E-5,33.881785,1227.1814,13.429861,0
3816624068.17855,,1857,35.0002,35.0002,0.13037296,9.8999999E-6,35.222451,0.75584714,474.28774,1.116,244.73023,0.5841,719.01797,1.116,11.691458,17.130902,0.31699755,91.822278,,,1,,,,4.3630364E-5,33.872237,1240.621,13.465495,0
3816624210.84692,,1857,35.0004,35.0004,0.13037296,9.8999999E-6,35.232681,0.76922932,474.3235,1.076,244.8424,0.5844,719.16591,1.076,6.9975485,17.06006,0.31373294,91.873798,,,1,,,,4.380849E-5,34.261803,1241.3418,13.4626,0
3816624353.48397,,1857,35.0002,35.0002,0.11852087,9.8999999E-6,35.231724,0.76725392,474.4366,1.06,244.82582,0.5843,719.26242,1.06,10.352806,17.048491,0.31258236,91.897077,,,1,,,,4.3839187E-5,34.12012,1241.2744,13.466176,0
3816624560.19585,,1857,35.2002,35.2002,0.082964614,9.8999999E-6,35.424722,0.7606743,478.17792,1.108,247.33794,0.5892,725.51587,1.108,11.543664,17.200889,0.31805682,91.835616,,,1,,,,4.383979E-5,34.096982,1254.9109,13.498424,0
3816624702.59848,,1857,35.2001,35.2001,0.11852087,9.8999999E-6,35.43403,0.77259752,478.26537,1.085,247.47362,0.5894,725.73899,1.085,6.8460587,17.14727,0.31626566,91.857202,,,1,,,,4.3985104E-5,34.401779,1255.5705,13.497346,0
3816624845.48946,,1857,35.1994,35.1994,0.10666879,9.8999999E-6,35.43415,0.77107391,478.27222,1.076,247.47171,0.5894,725.74392,1.076,6.9772582,17.135509,0.31528289,91.876773,,,1,,,,4.4011187E-5,34.29454,1255.579,13.497494,0
3816625051.82511,,1857,35.4001,35.4001,0.13037296,9.8999999E-6,35.626042,0.7644499,482.09613,1.13,249.98235,0.5939,732.07848,1.13,9.3043782,17.285685,0.32010095,91.830932,,,1,,,,4.4017611E-5,34.271018,1269.2149,13.532127,0
3816625178.2229,,1857,35.3998,35.3998,0.071112528,9.8999999E-6,35.636168,0.77574128,482.2396,1.122,250.126,0.5941,732.3656,1.122,1.2022014,17.197758,0.31713769,91.865831,,,1,,,,4.4251764E-5,34.57137,1269.9365,13.532308,0
3816625320.62112,,1857,35.4005,35.4005,0.13037296,9.8999999E-6,35.633914,0.77378272,482.34333,1.09,250.09465,0.5941,732.43798,1.09,5.7772119,17.214424,0.3175918,91.861075,,,1,,,,4.4214756E-5,34.395516,1269.7758,13.536075,0
3816625528.46479,,1857,35.5996,35.5996,0.0948167,9.8999999E-6,35.82732,0.76812108,486.19471,1.127,252.64002,0.5983,738.83472,1.127,8.2613867,17.37064,0.32153405,91.840773,,,1,,,,4.4201959E-5,34.428847,1283.5969,13.570502,0
3816625672.52373,,1857,35.5997,35.5997,0.10666879,9.8999999E-6,35.83572,0.77989657,486.25657,1.107,252.76476,0.5985,739.02133,1.107,6.5187112,17.306627,0.32030634,91.84295,,,1,,,,4.4375746E-5,34.74128,1284.1989,13.569047,0
3816625816.074,,1857,35.5999,35.5999,0.082964614,9.8999999E-6,35.835976,0.77817153,486.44958,1.107,252.76575,0.5985,739.21533,1.107,6.0101799,17.308921,0.32061493,91.835036,,,1,,,,4.4383759E-5,34.613254,1284.2172,13.574336,0
3816626024.10712,,1857,35.7999,35.7999,0.04740835,9.8999999E-6,36.027985,0.77177014,490.27688,1.135,255.30504,0.6024,745.58192,1.135,11.886308,17.460523,0.32498999,91.802144,,,1,,,,4.4382371E-5,34.617842,1298.0157,13.608224,0
3816626151.13053,,1857,35.8005,35.8005,0.059260435,9.8999999E-6,36.038543,0.78303547,490.13268,1.122,255.45315,0.6027,745.58583,1.122,1.3017496,17.336579,0.32057706,91.857963,,,1,,,,4.4686122E-5,34.921046,1298.7766,13.600236,0
3816626277.56451,,1857,35.8003,35.8003,0,9.8999999E-6,36.03774,0.77991712,490.36532,1.155,255.43778,0.6026,745.80309,1.155,1.0553605,17.3347,0.32112484,91.841656,,,1,,,,4.4708335E-5,34.673158,1298.7187,13.606994,0
3816626485.34354,,1857,36.0003,36.0003,0.071112528,9.8999999E-6,36.228695,0.77409695,494.06984,1.167,257.98066,0.6064,752.0505,1.167,8.6143622,17.523658,0.32730165,91.781868,,,1,,,,4.4607654E-5,34.669399,1312.5184,13.637528,0
3816626631.12296,,1857,36.0002,36.0002,0.059260435,9.8999999E-6,36.23884,0.78655964,494.44695,1.113,258.09363,0.6066,752.54057,1.113,12.943648,17.450285,0.32465914,91.812805,,,1,,,,4.4817678E-5,35.047316,1313.2535,13.644116,0
3816626758.32392,,1857,36.0002,36.0002,0.0948167,9.8999999E-6,36.239275,0.78366959,494.07914,1.14,258.12674,0.6066,752.20588,1.14,1.1663755,17.392294,0.32276673,91.835865,,,1,,,,4.4940807E-5,34.900571,1313.2851,13.633803,0
3816626966.10647,,1857,36.2001,36.2001,0.04740835,9.8999999E-6,36.429134,0.77654896,498.16703,1.156,260.66874,0.6103,758.83577,1.156,9.8039057,17.610498,0.32984811,91.765197,,,1,,,,4.4789558E-5,34.784588,1327.0818,13.674962,0
3816627111.94721,,1857,36.2001,36.2001,0.011852087,9.8999999E-6,36.440157,0.7899577,498.33149,1.122,260.79256,0.6105,759.12405,1.122,7.1696602,17.502619,0.32553847,91.822813,,,1,,,,4.5069294E-5,35.220996,1327.885,13.675339,0
3816627257.67776,,1857,36.1997,36.1997,0.059260435,9.8999999E-6,36.438698,0.78688195,498.52347,1.118,260.76722,0.6104,759.29069,1.118,5.1351342,17.492106,0.32468505,91.837833,,,1,,,,4.5103374E-5,35.005237,1327.7787,13.681155,0
3816627466.37113,,1857,36.4003,36.4003,0.071112528,9.8999999E-6,36.630114,0.78021093,502.13971,1.169,263.3773,0.6141,765.51701,1.169,8.067452,17.659339,0.33066913,91.774651,,,1,,,,4.5053984E-5,34.984213,1341.7652,13.708385,0
3816627595.50869,,1857,36.3997,36.3997,0.011852087,9.8999999E-6,36.64119,0.79203128,502.2803,1.162,263.4992,0.6143,765.7795,1.162,1.1830985,17.541414,0.32626679,91.829833,,,1,,,,4.5359425E-5,35.318678,1342.5768,13.708078,0
3816627741.05132,,1857,36.4001,36.4001,0.10666879,9.8999999E-6,36.638913,0.78958462,502.41621,1.123,263.46806,0.6143,765.88428,1.123,5.5509384,17.584554,0.32773543,91.812134,,,1,,,,4.5258877E-5,35.082829,1342.41,13.71264,0
3816627951.0797,,1857,36.6004,36.6004,0.10666879,9.8999999E-6,36.830923,0.78662379,505.15361,1.165,266.07199,0.618,771.22559,1.165,14.264244,17.801734,0.33350668,91.782885,,,1,,,,4.5020127E-5,35.169107,1356.5169,13.715475,0
3816628098.4006,,1857,36.6004,36.6004,-0.30815428,9.8999999E-6,36.84061,0.79989418,504.49785,1.127,266.21764,0.6182,770.71549,1.127,9.3184268,17.724529,0.32962978,91.848081,,,1,,,,4.5169199E-5,35.603469,1357.2305,13.694069,0
3816628227.52149,,1857,36.6,36.6,-0.34371054,9.8999999E-6,36.841623,0.79882418,503.66414,1.152,266.22735,0.6182,769.89149,1.152,0.98264549,17.703398,0.32780939,91.88812,,,1,,,,4.5163639E-5,35.449057,1357.3052,13.671063,0
3816628438.7321,,1857,36.7999,36.7999,-0.34371054,9.8999999E-6,37.034914,0.79359139,506.6564,1.162,268.85946,0.6221,775.51586,1.162,10.960133,17.917804,0.33437509,91.836442,,,1,,,,4.495648E-5,35.406796,1371.5849,13.680507,0
3816628568.13932,,1857,36.8004,36.8004,-0.28445011,9.8999999E-6,37.045772,0.80727481,506.27415,1.144,269.02137,0.6223,775.29553,1.144,1.1116007,17.822121,0.33023919,91.897677,,,1,,,,4.5169449E-5,35.835609,1372.3893,13.666179,0
3816628697.23337,,1857,36.8,36.8,-0.32000637,9.8999999E-6,37.046506,0.80538771,505.69102,1.144,269.027,0.6223,774.71802,1.144,1.0859951,17.803355,0.33011032,91.895705,,,1,,,,4.5182484E-5,35.644242,1372.4436,13.650168,0
3816628908.40454,,1857,36.9998,36.9998,-0.34371054,9.8999999E-6,37.237997,0.79963146,509.07571,1.157,271.64814,0.6263,780.72385,1.157,6.8093739,18.024201,0.3362617,91.854871,,,1,,,,4.498065E-5,35.606709,1386.6685,13.670867,0
3816629040.54853,,1857,37.0003,37.0003,-0.26074591,9.8999999E-6,37.248548,0.81376727,508.89417,1.137,271.76968,0.6265,780.66385,1.137,1.2237024,17.919409,0.3323585,91.904324,,,1,,,,4.5228022E-5,36.048403,1387.4543,13.662121,0
3816629169.84337,,1857,37.0001,37.0001,-0.3792668,9.8999999E-6,37.2473,0.81041321,508.60731,1.153,271.78396,0.6265,780.39127,1.153,1.1710454,17.91068,0.33233526,91.902724,,,1,,,,4.5233923E-5,35.838819,1387.3614,13.654877,0
3816629380.40348,,1857,37.2007,37.2007,-0.34371054,9.8999999E-6,37.439496,0.80518183,512.06023,1.158,274.42877,0.6307,786.489,1.158,8.6731153,18.120653,0.33881463,91.849288,,,1,,,,4.5067891E-5,35.82136,1401.7159,13.677007,0
3816629512.34215,,1857,37.2002,37.2002,-0.402971,9.8999999E-6,37.452877,0.81935951,511.73566,1.135,274.58935,0.6309,786.32502,1.135,1.2217268,18.017531,0.33392683,91.923863,,,1,,,,4.5298008E-5,36.241305,1402.718,13.663454,0
3816629660.03394,,1857,37.2003,37.2003,-0.35556263,9.8999999E-6,37.448061,0.81709452,511.55047,1.126,274.56095,0.6309,786.11142,1.126,6.7544302,18.057227,0.33636067,91.883896,,,1,,,,4.5194917E-5,36.035062,1402.3572,13.660266,0
3816629872.1176,,1857,37.4,37.4,-0.34371054,9.8999999E-6,37.63949,0.81209099,515.34101,1.147,277.16777,0.6351,792.50877,1.147,9.0957153,18.227712,0.34090925,91.85719,,,1,,,,4.5140233E-5,36.114454,1416.7312,13.691498,0
