[Header]
TITLE,20201208_CrCl2pym-Ag_HC_2to60K.dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,4.4,MASS:Sample Mass (mg)
INFO,0.2,MASSERR:Sample Mass Error (mg)
INFO,0,MOLWGHT:Formula Weight (g/mole)
INFO,0,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (muJ/K),Samp HC Err (muJ/K),Addenda HC (muJ/K),Addenda HC Err (muJ/K),Total HC (muJ/K),Total HC Err (muJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (muJ/K/K),Addenda Offset HC (muJ/K)
3816587650.45571,,1857,16.3995,16.3995,-0.13037296,9.8999999E-6,16.493832,0.3555482,145.78541,0.3987,51.9497,0.1121,197.73511,0.3987,88.29119,8.9715711,0.13108562,92.38257,,,1,,,,2.304337E-5,17.645761,272.04651,8.8387832,0
3816587726.63663,,1857,16.4001,16.4001,-0.17778131,9.8999999E-6,16.49819,0.36274865,145.8443,0.4079,51.986252,0.1122,197.83055,0.4079,19.467477,8.9596062,0.13144042,92.352545,,,1,,,,2.3089477E-5,17.943142,272.19026,8.8400186,0
3816587802.96009,,1857,16.4001,16.4001,-0.16592923,9.8999999E-6,16.498298,0.36253358,145.74947,0.4019,51.986369,0.1122,197.73584,0.4019,28.941682,8.9442926,0.13140206,92.344173,,,1,,,,2.311881E-5,17.919212,272.19385,8.8342125,0
3816587958.65202,,1857,16.6002,16.6002,-0.13037296,9.8999999E-6,16.694649,0.35967622,149.71375,0.417,53.383937,0.1165,203.09768,0.417,123.19966,9.1098576,0.13393001,92.33739,,,1,,,,2.3315298E-5,17.888585,278.71129,8.9677686,0
3816588035.74108,,1857,16.6008,16.6008,-0.2014855,9.8999999E-6,16.69936,0.36733674,149.9099,0.4143,53.423813,0.1167,203.33371,0.4143,47.54353,9.0991857,0.13364093,92.342794,,,1,,,,2.3369275E-5,18.219715,278.86862,8.9769847,0
3816588112.88436,,1857,16.5999,16.5999,0.23704174,9.8999999E-6,16.699366,0.36740922,149.86875,0.4146,53.424109,0.1167,203.29286,0.4146,45.323858,9.1058316,0.13365797,92.348598,,,1,,,,2.3346529E-5,18.198371,278.86881,8.9745177,0
3816588270.40681,,1857,16.799,16.799,0.16592923,9.8999999E-6,16.895827,0.36441151,153.9661,0.4424,54.837913,0.1206,208.80402,0.4424,76.553949,9.2524704,0.13589974,92.340054,,,1,,,,2.3601122E-5,18.211663,285.46898,9.1126704,0
3816588357.89186,,1857,16.8,16.8,0.22518967,9.8999999E-6,16.900526,0.37198221,154.22734,0.4159,54.859752,0.1206,209.08709,0.4159,68.996503,9.2342576,0.13433958,92.408846,,,1,,,,2.3670191E-5,18.504941,285.62779,9.1255941,0
3816588436.0461,,1857,16.799,16.799,0.23704174,9.8999999E-6,16.900428,0.3716338,154.12867,0.4154,54.858947,0.1206,208.98761,0.4154,6.8291159,9.2366957,0.13484084,92.384689,,,1,,,,2.365594E-5,18.468515,285.62447,9.1198085,0
3816588592.70945,,1857,16.9995,16.9995,0.2014855,9.8999999E-6,17.097259,0.36867563,158.40528,0.4371,56.291882,0.1239,214.69716,0.4371,217.7134,9.3990156,0.13760148,92.35631,,,1,,,,2.3887639E-5,18.473391,292.31626,9.2649518,0
3816588671.63204,,1857,17,17,0.14222506,9.8999999E-6,17.101861,0.37635075,158.4501,0.4314,56.33103,0.124,214.78113,0.4314,19.361784,9.3756607,0.13633903,92.409912,,,1,,,,2.3948216E-5,18.798031,292.47365,9.2650793,0
3816588750.71077,,1857,17.0003,17.0003,0.21333757,9.8999999E-6,17.101541,0.37604227,158.48689,0.4327,56.329287,0.124,214.81618,0.4327,17.049407,9.3930834,0.1375029,92.357573,,,1,,,,2.3915705E-5,18.751321,292.46272,9.2674037,0
3816588909.64859,,1857,17.1997,17.1997,-0.22518967,9.8999999E-6,17.29842,0.37348559,162.55886,0.449,57.77793,0.1265,220.33679,0.449,46.719567,9.534227,0.13960544,92.35565,,,1,,,,2.4167456E-5,18.786167,299.23533,9.3973243,0
3816588989.8768,,1857,17.1999,17.1999,-0.23704174,9.8999999E-6,17.302999,0.38083892,162.65924,0.4485,57.817253,0.1265,220.4765,0.4485,32.535258,9.5141488,0.1383305,92.410453,,,1,,,,2.4225432E-5,19.068454,299.39377,9.4006389,0
3816589069.76425,,1857,17.1998,17.1998,-0.21333757,9.8999999E-6,17.302701,0.38053682,162.68302,0.4536,57.815529,0.1265,220.49854,0.4536,21.392135,9.5284482,0.13938138,92.362939,,,1,,,,2.4198818E-5,19.028298,299.38346,9.4021746,0
3816589228.44588,,1857,17.4007,17.4007,0.14222506,9.8999999E-6,17.499443,0.37751304,166.95959,0.4764,59.279505,0.1285,226.2391,0.4764,23.636388,9.6801769,0.14201978,92.336225,,,1,,,,2.4444278E-5,19.056896,306.23051,9.5408517,0
3816589309.56052,,1857,17.4,17.4,0.27259803,9.8999999E-6,17.504057,0.38539042,167.37434,0.444,59.302541,0.1285,226.67688,0.444,30.541315,9.6776727,0.14040912,92.413945,,,1,,,,2.4487091E-5,19.360354,306.392,9.5620314,0
3816589390.48871,,1857,17.4005,17.4005,0.21333757,9.8999999E-6,17.504118,0.38524304,167.27317,0.4525,59.303032,0.1285,226.5762,0.4525,15.683712,9.6778146,0.14101393,92.383405,,,1,,,,2.4480224E-5,19.355345,306.39416,9.5562179,0
3816589550.46189,,1857,17.6,17.6,0.22518967,9.8999999E-6,17.700601,0.38219022,171.82516,0.4728,60.782176,0.1302,232.60733,0.4728,56.021692,9.8501213,0.14320731,92.391568,,,1,,,,2.4692184E-5,19.355629,313.31128,9.7073063,0
3816589632.27217,,1857,17.6,17.6,0.1896334,9.8999999E-6,17.705579,0.38990535,171.91868,0.4589,60.825181,0.1302,232.74386,0.4589,59.90493,9.8142548,0.14211425,92.423118,,,1,,,,2.4791951E-5,19.700243,313.48753,9.7098592,0
3816589714.11096,,1857,17.5997,17.5997,0.17778131,9.8999999E-6,17.705511,0.38944552,171.79218,0.4744,60.824394,0.1302,232.61657,0.4744,62.74931,9.8146517,0.14257951,92.401194,,,1,,,,2.4780409E-5,19.62851,313.48514,9.7027517,0
3816589874.27919,,1857,17.8002,17.8002,-0.17778131,9.8999999E-6,17.901776,0.38627098,176.37559,0.4947,62.319406,0.1319,238.695,0.4947,147.87716,9.9972875,0.14524558,92.392264,,,1,,,,2.4965959E-5,19.629303,320.47358,9.8524076,0
3816589956.67059,,1857,17.8002,17.8002,-0.10666879,9.8999999E-6,17.906858,0.39470845,176.42525,0.4876,62.365179,0.1319,238.79043,0.4876,20.640018,9.9784064,0.14483205,92.401493,,,1,,,,2.5021491E-5,19.994575,320.65555,9.8523848,0
3816590039.08736,,1857,17.8,17.8,-0.082964614,9.8999999E-6,17.906624,0.39405828,176.46218,0.4876,62.362181,0.1319,238.82436,0.4876,15.490712,9.9619716,0.14441542,92.409944,,,1,,,,2.5065141E-5,19.956813,320.64718,9.8545755,0
3816590201.61861,,1857,18.0007,18.0007,-0.11852087,9.8999999E-6,18.102827,0.39029425,181.17161,0.5064,63.873849,0.1337,245.04545,0.5064,93.815209,10.142774,0.14731217,92.385884,,,1,,,,2.5264801E-5,19.923943,327.71235,10.007918,0
3816590284.93999,,1857,17.9997,17.9997,-0.13037296,9.8999999E-6,18.107876,0.39881922,181.1283,0.5043,63.920191,0.1338,245.04849,0.5043,27.91271,10.12407,0.14721201,92.38078,,,1,,,,2.5312057E-5,20.285548,327.89518,10.002736,0
3816590368.3408,,1857,17.9998,17.9998,-0.11852087,9.8999999E-6,18.108047,0.39855954,181.07478,0.5044,63.92098,0.1338,244.99576,0.5044,54.636151,10.116558,0.14705076,92.384756,,,1,,,,2.532459E-5,20.248139,327.90136,9.999686,0
3816590529.85312,,1857,18.2006,18.2006,-0.1896334,9.8999999E-6,18.304388,0.39459065,185.78848,0.5237,65.450666,0.1361,251.23914,0.5237,60.25713,10.274447,0.14901178,92.393752,,,1,,,,2.5570596E-5,20.233117,335.05062,10.149942,0
3816590614.36621,,1857,18.1999,18.1999,-0.15407714,9.8999999E-6,18.309457,0.40282008,186.10972,0.5074,65.479137,0.1362,251.58885,0.5074,31.483261,10.274061,0.14802578,92.439299,,,1,,,,2.5600529E-5,20.548893,335.23621,10.164677,0
3816590698.85704,,1857,18.2,18.2,-0.15407714,9.8999999E-6,18.309645,0.40269091,186.18194,0.5036,65.480219,0.1362,251.66216,0.5036,14.482281,10.26969,0.1475175,92.460878,,,1,,,,2.5615614E-5,20.548123,335.2431,10.168517,0
3816590863.16638,,1857,18.3999,18.3999,-0.27259803,9.8999999E-6,18.505713,0.39918444,190.86253,0.5308,67.027062,0.1392,257.88959,0.5308,41.481664,10.44244,0.15014568,92.447459,,,1,,,,2.5818266E-5,20.53938,342.46143,10.313708,0
3816590948.58796,,1857,18.4002,18.4002,-0.34371054,9.8999999E-6,18.510739,0.40754094,190.99718,0.5328,67.074388,0.1393,258.07157,0.5328,9.4655207,10.435313,0.15005205,92.447009,,,1,,,,2.5854205E-5,20.88488,342.64746,10.318182,0
3816591033.8644,,1857,18.3999,18.3999,-0.33185846,9.8999999E-6,18.510729,0.40698706,191.22782,0.5246,67.07382,0.1392,258.30164,0.5246,14.311783,10.433833,0.15018415,92.434288,,,1,,,,2.5883704E-5,20.870625,342.64709,10.330648,0
3816591197.17594,,1857,18.6006,18.6006,-0.15407714,9.8999999E-6,18.706947,0.40360816,195.90791,0.5472,68.639563,0.1428,264.54747,0.5472,131.76395,10.611642,0.15291837,92.421049,,,1,,,,2.6068211E-5,20.867666,349.94985,10.472469,0
3816591283.20519,,1857,18.5998,18.5998,-0.13037296,9.8999999E-6,18.712258,0.41221943,195.95171,0.5418,68.689442,0.1429,264.64116,0.5418,34.136207,10.588723,0.1524801,92.428518,,,1,,,,2.6132358E-5,21.223283,350.14861,10.471837,0
3816591369.38422,,1857,18.6,18.6,-0.13037296,9.8999999E-6,18.711933,0.41169621,196.02107,0.5477,68.686507,0.1429,264.70758,0.5477,9.4065835,10.593511,0.1525081,92.428979,,,1,,,,2.6127257E-5,21.177446,350.13642,10.475726,0
3816591534.5295,,1857,18.7997,18.7997,-0.16592923,9.8999999E-6,18.908193,0.40830715,200.7286,0.5674,70.268483,0.1468,270.99708,0.5674,153.10002,10.764797,0.15460997,92.443142,,,1,,,,2.6320645E-5,21.187022,357.51976,10.615959,0
3816591622.59544,,1857,18.8006,18.8006,-0.11852087,9.8999999E-6,18.913596,0.41662749,201.18628,0.5536,70.30073,0.1468,271.48701,0.5536,26.55587,10.75451,0.15375119,92.471113,,,1,,,,2.6389847E-5,21.529594,357.7241,10.637125,0
3816591710.80623,,1857,18.8003,18.8003,-0.0948167,9.8999999E-6,18.913512,0.41637632,201.0901,0.5454,70.299477,0.1468,271.38958,0.5454,10.314289,10.744718,0.15367665,92.46971,,,1,,,,2.6404384E-5,21.509021,357.72095,10.632087,0
3816591878.19117,,1857,18.9999,18.9999,-0.082964614,9.8999999E-6,19.109543,0.41275006,205.80906,0.5557,71.894504,0.1509,277.70357,0.5557,33.547524,10.91397,0.15609172,92.466931,,,1,,,,2.6600607E-5,21.489436,365.17463,10.769963,0
3816591966.22841,,1857,18.9997,18.9997,-0.13037296,9.8999999E-6,19.114724,0.42075599,206.0934,0.564,71.944099,0.151,278.0375,0.564,14.658891,10.901501,0.15628246,92.446059,,,1,,,,2.6666987E-5,21.82794,365.37267,10.781919,0
3816592054.21027,,1857,18.9999,18.9999,-0.15407714,9.8999999E-6,19.114874,0.42065184,206.03246,0.5592,71.94499,0.151,277.97745,0.5592,18.64985,10.89618,0.1560965,92.45268,,,1,,,,2.6672947E-5,21.803003,365.37842,10.778646,0
3816592220.74139,,1857,19.2002,19.2002,-0.14222506,9.8999999E-6,19.310868,0.41719168,210.75001,0.5738,73.553993,0.1551,284.30401,0.5738,51.013964,11.070159,0.15834775,92.46222,,,1,,,,2.6849958E-5,21.79236,372.90962,10.913544,0
3816592309.25928,,1857,19.1999,19.1999,-0.13037296,9.8999999E-6,19.31607,0.42556814,210.92239,0.5766,73.604322,0.1552,284.52671,0.5766,10.352159,11.052627,0.15805478,92.463723,,,1,,,,2.6913437E-5,22.140318,373.11057,10.919529,0
3816592408.94437,,1857,19.1998,19.1998,-0.14222506,9.8999999E-6,19.316064,0.42548943,210.81642,0.573,73.604123,0.1552,284.42055,0.573,97.30971,11.051668,0.15797667,92.468848,,,1,,,,2.6904558E-5,22.105254,373.11033,10.914047,0
3816592575.96237,,1857,19.4001,19.4001,-0.14222506,9.8999999E-6,19.5121,0.4219114,215.34421,0.592,75.22578,0.1591,290.56999,0.592,63.108733,11.209342,0.16048936,92.458698,,,1,,,,2.7101046E-5,22.103337,380.72205,11.036445,0
3816592665.46662,,1857,19.4006,19.4006,-0.071112528,9.8999999E-6,19.517257,0.43010738,215.48851,0.5832,75.275578,0.1592,290.76409,0.5832,15.670333,11.182139,0.15974806,92.47547,,,1,,,,2.7182243E-5,22.418684,380.92333,11.040922,0
3816592754.63276,,1857,19.4001,19.4001,-0.11852087,9.8999999E-6,19.516997,0.42973956,215.53812,0.5835,75.273575,0.1592,290.8117,0.5835,8.8788161,11.195519,0.1599959,92.471733,,,1,,,,2.7154999E-5,22.364278,380.91317,11.043611,0
3816592922.86968,,1857,19.5999,19.5999,-0.27259803,9.8999999E-6,19.713597,0.42670408,219.67331,0.5893,76.911154,0.1627,296.58447,0.5893,63.592109,11.327578,0.16188698,92.481659,,,1,,,,2.7367934E-5,22.391037,388.62589,11.143239,0
3816593014.10277,,1857,19.6006,19.6006,-0.28445011,9.8999999E-6,19.718559,0.43456379,219.99973,0.5662,76.940336,0.1627,296.94007,0.5662,13.880537,11.314051,0.16108275,92.506045,,,1,,,,2.7429951E-5,22.655155,388.82156,11.156988,0
3816593115.95222,,1857,19.6001,19.6001,-0.21333757,9.8999999E-6,19.718257,0.43460137,219.87882,0.567,76.938342,0.1627,296.81716,0.567,52.211654,11.323885,0.16168988,92.486128,,,1,,,,2.7397917E-5,22.628101,388.80966,11.151027,0
3816593283.23049,,1857,19.8005,19.8005,-0.23704174,9.8999999E-6,19.914936,0.43159305,223.94173,0.583,78.587947,0.1658,302.52968,0.583,77.198448,11.449604,0.16367657,92.488829,,,1,,,,2.7616344E-5,22.64777,396.60468,11.244913,0
3816593374.57509,,1857,19.8008,19.8008,-0.22518967,9.8999999E-6,19.919959,0.43933711,223.96356,0.5754,78.637155,0.1659,302.60072,0.5754,11.569098,11.434102,0.16326901,92.499599,,,1,,,,2.7658077E-5,22.899208,396.80476,11.243174,0
3816593465.79649,,1857,19.7998,19.7998,-0.2014855,9.8999999E-6,19.919718,0.43909754,224.06641,0.5767,78.635292,0.1659,302.7017,0.5767,7.9316448,11.444101,0.1634414,92.496295,,,1,,,,2.7644003E-5,22.868204,396.79517,11.248473,0
3816593633.30051,,1857,20,20,0.28445011,9.8999999E-6,20.116666,0.4367564,227.49588,0.5742,80.299671,0.1688,307.79555,0.5742,33.503171,11.553763,0.16570636,92.487067,,,1,,,,2.7840473E-5,22.888202,404.68025,11.308826,0
3816593725.59174,,1857,20.0006,20.0006,0.21333757,9.8999999E-6,20.121357,0.44445276,227.4367,0.5747,80.3466,0.1688,307.7833,0.5747,8.4718696,11.53908,0.1656642,92.482679,,,1,,,,2.7875036E-5,23.107525,404.869,11.303249,0
3816593818.09118,,1857,20.0006,20.0006,0.1896334,9.8999999E-6,20.121365,0.44427183,227.14077,0.5637,80.345003,0.1688,307.48578,0.5637,9.0790511,11.506981,0.16446737,92.521691,,,1,,,,2.791813E-5,23.07816,404.86934,11.288537,0
3816593985.0703,,1857,20.1998,20.1998,0.17778131,9.8999999E-6,20.317669,0.44122886,230.43875,0.5699,82.017446,0.1716,312.4562,0.5699,82.68751,11.636354,0.16786,92.475955,,,1,,,,2.8058218E-5,23.013963,412.80769,11.341791,0
3816594077.357,,1857,20.1999,20.1999,0.22518967,9.8999999E-6,20.322649,0.44889191,230.58631,0.5685,82.066189,0.1716,312.6525,0.5685,13.788168,11.600273,0.16669669,92.505056,,,1,,,,2.8158061E-5,23.272707,413.01006,11.346272,0
3816594169.56419,,1857,20.1997,20.1997,0.27259803,9.8999999E-6,20.322691,0.4483448,230.44444,0.5726,82.066167,0.1716,312.51061,0.5726,8.5687408,11.602255,0.16709733,92.490537,,,1,,,,2.8142652E-5,23.200547,413.01175,11.339269,0
3816594338.70446,,1857,20.3997,20.3997,0.23704174,9.8999999E-6,20.519822,0.44645426,233.0585,0.577,83.759179,0.1744,316.81768,0.577,34.015218,11.689235,0.16960292,92.470093,,,1,,,,2.8316079E-5,23.20451,421.06309,11.357725,0
3816594430.93332,,1857,20.4004,20.4004,0.2014855,9.8999999E-6,20.524354,0.45350036,233.21885,0.5639,83.804511,0.1745,317.02336,0.5639,5.6265658,11.66962,0.1686492,92.499652,,,1,,,,2.8376948E-5,23.37847,421.24911,11.36303,0
3816594523.06286,,1857,20.3992,20.3992,0.2014855,9.8999999E-6,20.524545,0.45289879,233.07169,0.5595,83.804355,0.1745,316.87605,0.5595,6.6312188,11.640047,0.16817115,92.504403,,,1,,,,2.8434582E-5,23.33924,421.25695,11.355754,0
3816594692.62571,,1857,20.6,20.6,0.24889384,9.8999999E-6,20.720623,0.45048244,235.55537,0.5738,85.50353,0.1774,321.0589,0.5738,72.582366,11.742586,0.17166012,92.451887,,,1,,,,2.8561648E-5,23.280095,429.34422,11.36816,0
3816594785.24081,,1857,20.6005,20.6005,0.23704174,9.8999999E-6,20.72564,0.45774235,235.60681,0.5668,85.552671,0.1775,321.15948,0.5668,8.1765418,11.696151,0.17033248,92.482268,,,1,,,,2.8678384E-5,23.485172,429.55215,11.367891,0
3816594877.28801,,1857,20.5994,20.5994,0.2014855,9.8999999E-6,20.725234,0.45687019,235.57417,0.5627,85.548641,0.1775,321.12281,0.5627,6.7427798,11.703366,0.17082106,92.465502,,,1,,,,2.8660356E-5,23.392302,429.53531,11.366539,0
3816595045.36477,,1857,20.8009,20.8009,0.24889384,9.8999999E-6,20.922037,0.45544941,237.86676,0.5773,87.270357,0.1808,325.13712,0.5773,41.189123,11.797783,0.1734802,92.448799,,,1,,,,2.8782763E-5,23.406733,437.73162,11.369197,0
3816595139.43886,,1857,20.7998,20.7998,0.27259803,9.8999999E-6,20.927205,0.46277516,237.99535,0.5408,87.300758,0.1808,325.29611,0.5408,8.460345,11.757717,0.17214026,92.481232,,,1,,,,2.8889301E-5,23.595566,437.9479,11.372534,0
3816595233.52601,,1857,20.8,20.8,0.24889384,9.8999999E-6,20.926781,0.46179211,237.86736,0.5518,87.295802,0.1808,325.16316,0.5518,6.8864834,11.749071,0.17238569,92.466644,,,1,,,,2.8901038E-5,23.515434,437.93015,11.366649,0
3816595403.27057,,1857,21.0003,21.0003,0.17778131,9.8999999E-6,21.123484,0.46046403,239.73023,0.5743,89.054311,0.1846,328.78454,0.5743,114.43914,11.841267,0.1755985,92.432213,,,1,,,,2.89936E-5,23.498142,446.20157,11.348991,0
3816595496.99721,,1857,21.0002,21.0002,0.22518967,9.8999999E-6,21.128418,0.46794533,239.81989,0.5439,89.082953,0.1847,328.90284,0.5439,5.2327815,11.804139,0.17420438,92.468888,,,1,,,,2.9088741E-5,23.682534,446.41006,11.350584,0
3816595590.82217,,1857,21.0001,21.0001,0.23704174,9.8999999E-6,21.128104,0.46661914,239.9739,0.545,89.078722,0.1847,329.05262,0.545,8.5978636,11.799634,0.17435292,92.456838,,,1,,,,2.9115704E-5,23.608278,446.39679,11.358042,0
3816595761.72638,,1857,21.2,21.2,0.26074591,9.8999999E-6,21.325364,0.46514798,241.95876,0.5608,90.837102,0.1889,332.79586,0.5608,51.698607,11.872073,0.17659824,92.449182,,,1,,,,2.9261146E-5,23.599269,454.77114,11.346055,0
3816595867.70282,,1857,21.2003,21.2003,0.23704174,9.8999999E-6,21.329311,0.47209887,241.90611,0.554,90.878855,0.1891,332.78497,0.554,45.449655,11.852413,0.1764027,92.447568,,,1,,,,2.9308562E-5,23.744146,454.93953,11.341487,0
3816595961.62298,,1857,21.2,21.2,0.27259803,9.8999999E-6,21.329685,0.47141876,241.84377,0.5503,90.880595,0.1891,332.72437,0.5503,7.0993524,11.829317,0.17623438,92.441018,,,1,,,,2.9361428E-5,23.704827,454.95548,11.338366,0
3816596131.35413,,1857,21.4003,21.4003,0.23704174,9.8999999E-6,21.526057,0.46931217,243.87924,0.5636,92.6473,0.1937,336.52654,0.5636,19.010831,11.904411,0.17922501,92.401998,,,1,,,,2.9509344E-5,23.658635,463.37115,11.329489,0
3816596225.43143,,1857,21.4001,21.4001,0.24889384,9.8999999E-6,21.530627,0.47634372,243.85799,0.5557,92.694521,0.1939,336.55251,0.5557,5.4434081,11.873709,0.17832273,92.423153,,,1,,,,2.9583724E-5,23.808821,463.5679,11.326098,0
3816596319.6138,,1857,21.3998,21.3998,0.24889384,9.8999999E-6,21.530722,0.47594035,243.85643,0.548,92.695311,0.1939,336.55174,0.548,7.491796,11.884043,0.17823333,92.433699,,,1,,,,2.9556029E-5,23.747418,463.57201,11.325975,0
3816596489.73564,,1857,21.5996,21.5996,0.17778131,9.8999999E-6,21.7274,0.47429938,245.79682,0.5634,94.480467,0.1988,340.27729,0.5634,46.357586,11.940362,0.18074396,92.404847,,,1,,,,2.9739893E-5,23.768086,472.07993,11.312758,0
3816596584.44458,,1857,21.6001,21.6001,0.16592923,9.8999999E-6,21.731975,0.48099434,245.7312,0.5548,94.527934,0.1989,340.25913,0.5548,7.851458,11.91016,0.18017642,92.412431,,,1,,,,2.9811828E-5,23.880724,472.27874,11.307357,0
3816596690.47286,,1857,21.6004,21.6004,0.23704174,9.8999999E-6,21.731423,0.48042385,245.75283,0.5611,94.522474,0.1989,340.2753,0.5611,18.754359,11.914508,0.18019879,92.413729,,,1,,,,2.9802229E-5,23.820319,472.25476,11.308639,0
3816596862.71974,,1857,21.7996,21.7996,0.27259803,9.8999999E-6,21.928554,0.4787948,247.91564,0.5716,96.328428,0.204,344.24407,0.5716,31.346387,11.997729,0.18288761,92.391576,,,1,,,,2.9937718E-5,23.829016,480.86149,11.305608,0
3816596957.36649,,1857,21.8005,21.8005,0.21333757,9.8999999E-6,21.933484,0.4857934,247.85765,0.5523,96.378518,0.2042,344.23617,0.5523,6.3610551,11.942211,0.18102644,92.437175,,,1,,,,3.0067451E-5,23.995457,481.07772,11.300423,0
3816597051.83603,,1857,21.8001,21.8001,0.1896334,9.8999999E-6,21.933288,0.48448352,247.81686,0.5682,96.3753,0.2042,344.19216,0.5682,6.1825924,11.937981,0.18148183,92.415754,,,1,,,,3.0078036E-5,23.884422,481.06912,11.298664,0
3816597223.7035,,1857,22.0002,22.0002,0.1896334,9.8999999E-6,22.129729,0.48277256,249.83386,0.5704,98.189999,0.2092,348.02385,0.5704,98.962134,12.02065,0.18448735,92.381852,,,1,,,,3.0202534E-5,23.875962,489.7249,11.289513,0
3816597318.32432,,1857,22.0005,22.0005,0.22518967,9.8999999E-6,22.134752,0.48976813,249.98879,0.565,98.242321,0.2094,348.23111,0.565,5.5336922,11.982705,0.18336063,92.404273,,,1,,,,3.0312219E-5,24.0413,489.94725,11.29395,0
3816597412.90421,,1857,22,22,0.23704174,9.8999999E-6,22.134286,0.48907017,249.95875,0.5777,98.237515,0.2094,348.19627,0.5777,4.748893,11.985677,0.18383147,92.386769,,,1,,,,3.0304789E-5,23.96541,489.92661,11.292831,0
3816597584.67195,,1857,22.1998,22.1998,0.24889384,9.8999999E-6,22.330755,0.48720026,252.06836,0.578,100.06623,0.2143,352.13459,0.578,53.236421,12.063507,0.18553092,92.402775,,,1,,,,3.0439885E-5,23.971354,498.66261,11.287946,0
3816597679.43299,,1857,22.2003,22.2003,0.21333757,9.8999999E-6,22.335979,0.49415599,252.12364,0.5723,100.12093,0.2145,352.24457,0.5723,4.9893852,12.021708,0.18521985,92.39023,,,1,,,,3.055731E-5,24.127013,498.89596,11.287781,0
3816597774.18835,,1857,22.1999,22.1999,0.15407714,9.8999999E-6,22.3355,0.49322011,252.44505,0.5768,100.11632,0.2145,352.56137,0.5768,5.9114921,12.043002,0.18524859,92.397773,,,1,,,,3.0530274E-5,24.043415,498.87457,11.302413,0
3816597945.32005,,1857,22.3998,22.3998,0.17778131,9.8999999E-6,22.532037,0.49133405,254.83524,0.592,101.96023,0.2192,356.79546,0.592,42.393514,12.124149,0.18795702,92.370186,,,1,,,,3.0688898E-5,24.086003,507.69268,11.309907,0
3816598052.43322,,1857,22.4006,22.4006,0.2014855,9.8999999E-6,22.537585,0.49939269,254.4524,0.5839,102.02015,0.2193,356.47255,0.5839,20.788821,12.095231,0.18780896,92.36551,,,1,,,,3.0733788E-5,24.248297,507.94275,11.290136,0
3816598147.20289,,1857,22.3999,22.3999,0.16592923,9.8999999E-6,22.537246,0.498506,254.49217,0.5822,102.01511,0.2193,356.50728,0.5822,5.702521,12.078505,0.18721356,92.378531,,,1,,,,3.0777126E-5,24.190463,507.92747,11.29207,0
3816598318.74418,,1857,22.5998,22.5998,0.21333757,9.8999999E-6,22.733657,0.49558908,257.05692,0.5867,103.871,0.2236,360.92792,0.5867,42.818748,12.177269,0.18989297,92.360952,,,1,,,,3.0903512E-5,24.157009,516.81914,11.307328,0
3816598414.37436,,1857,22.6006,22.6006,0.17778131,9.8999999E-6,22.738794,0.50341582,257.10598,0.5935,103.92683,0.2237,361.03281,0.5935,3.7547379,12.140665,0.1892931,92.363388,,,1,,,,3.1005001E-5,24.354539,517.05275,11.306931,0
3816598521.37782,,1857,22.5998,22.5998,0.21333757,9.8999999E-6,22.738384,0.50287729,257.0094,0.5988,103.92283,0.2237,360.93223,0.5988,16.950251,12.147963,0.18986533,92.345993,,,1,,,,3.0980671E-5,24.281329,517.03412,11.302887,0
3816598694.06259,,1857,22.8011,22.8011,0.1896334,9.8999999E-6,22.935247,0.50036277,259.61902,0.6103,105.79674,0.2277,365.41576,0.6103,37.715226,12.246037,0.19260313,92.325687,,,1,,,,3.1112393E-5,24.295926,526.02554,11.319653,0
3816598789.61245,,1857,22.7994,22.7994,0.16592923,9.8999999E-6,22.940936,0.50829618,259.3594,0.5841,105.8565,0.2278,365.21589,0.5841,9.0420525,12.175478,0.19069054,92.36371,,,1,,,,3.1267467E-5,24.492074,526.28655,11.305528,0
3816598885.31764,,1857,22.7999,22.7999,0.15407714,9.8999999E-6,22.940019,0.50686481,259.47154,0.5958,105.84742,0.2278,365.31896,0.5958,4.4176926,12.202338,0.19123466,92.356882,,,1,,,,3.1209069E-5,24.350956,526.24447,11.310868,0
3816599058.76399,,1857,23,23,0.21333757,9.8999999E-6,23.136582,0.50478676,261.93529,0.6081,107.73121,0.2315,369.66651,0.6081,70.692455,12.283824,0.19362995,92.341637,,,1,,,,3.136779E-5,24.404676,535.30141,11.321262,0
3816599155.48472,,1857,23.0002,23.0002,0.15407714,9.8999999E-6,23.141712,0.51260844,262.23062,0.5787,107.7641,0.2316,369.99472,0.5787,3.7402432,12.259277,0.19296521,92.349784,,,1,,,,3.145761E-5,24.567647,535.53886,11.331513,0
