1.99396549574002e-22	1.92679641895756e-22	1.49979587452051e-22	9.5462680065365e-23	5.09791132525855e-23	2.38970706821846e-23	1.06314562237258e-23	5.04460769611521e-24	2.87989887104281e-24	2.11964446287782e-24	2.09067074038457e-24	2.80313713783956e-24	4.73197973934514e-24	8.99295305325091e-24	1.81786350317313e-23	3.88868034775488e-23	8.79467609115252e-23	2.05610735596052e-22	4.91891828482838e-22	1.27982200318412e-21	4.07194643232951e-21	1.5790024410148e-20	6.30867749996698e-20	2.23885298039705e-19	6.57712426270759e-19	1.55629709613358e-18	2.93641069522571e-18	4.40339066970958e-18	5.24687572302396e-18	4.97528343995379e-18	3.76618389602195e-18	2.28936720439256e-18	1.13336020990692e-18	4.78990373410137e-19	2.06063434057679e-19	1.32944563460051e-19	1.41897616818367e-19	1.906191941792e-19	2.88189410541077e-19	4.66005872023963e-19	7.43606498680506e-19	1.10190965994038e-18	1.48580470133763e-18	1.83359159419209e-18	2.10212485122821e-18	2.27081526089001e-18	2.34452336651447e-18	2.36866994950739e-18	2.42322340075453e-18	2.56039089118782e-18	2.72345753816757e-18	2.74455296653677e-18	2.46844777683047e-18	1.90331430814469e-18	1.23354901670572e-18	6.76947572553561e-19	3.4905102744373e-19	2.60644422528148e-19	4.02029471052283e-19	7.90426756327058e-19	1.4127622836971e-18	2.11314675110505e-18	2.5815616374412e-18	2.546122338522e-18
1.70144554120575e-21	1.6472062856647e-21	1.28587104315752e-21	8.22200963216693e-22	4.42302961568103e-22	2.0979254019267e-22	9.50211611244354e-23	4.61285865267037e-23	2.68741950310938e-23	1.99559065988324e-23	1.95541860315207e-23	2.57093723641372e-23	4.23650419508404e-23	7.8623161928552e-23	1.55110257376714e-22	3.23139033938198e-22	7.11219312780965e-22	1.62029600509392e-21	3.77551739977758e-21	9.51890236754061e-21	2.92590469197826e-20	1.10658980021882e-19	4.36641861196996e-19	1.54084743480112e-18	4.51424335437183e-18	1.06672662293702e-17	2.01161062359568e-17	3.0167881346142e-17	3.59680740992228e-17	3.41434451719135e-17	2.58864453552712e-17	1.57678231972197e-17	7.82542206499258e-18	3.31673044158367e-18	1.43055639381325e-18	9.24373064552123e-19	9.90151860897124e-19	1.33788692328324e-18	2.02870972794436e-18	3.27171383856997e-18	5.18979286740254e-18	7.64221263328472e-18	1.02494426734761e-17	1.25961606734814e-17	1.43986172278993e-17	1.55266376019257e-17	1.6020445449473e-17	1.61926289215775e-17	1.65870949851203e-17	1.75544567808128e-17	1.86991602169921e-17	1.8866693185281e-17	1.69912087000782e-17	1.31257122928209e-17	8.5312919714641e-18	4.70380264061676e-18	2.44387983438209e-18	1.83104119666004e-18	2.79362043104269e-18	5.43564653822369e-18	9.65676669022679e-18	1.43954664343701e-17	1.75534305277642e-17	1.72944972928001e-17
1.37299364490977e-20	1.33183111547795e-20	1.04282150892085e-20	6.69973435339961e-21	3.63172238316625e-21	1.74370051467229e-21	8.04318934119232e-22	3.99424969900834e-22	2.37317632950776e-22	1.77719389777344e-22	1.73064578900552e-22	2.23287016545671e-22	3.59304976687685e-22	6.51272944680532e-22	1.25430092927904e-21	2.54562653606271e-21	5.4531268276308e-21	1.21054330390963e-20	2.74777919358898e-20	6.71510368801862e-20	1.99346261857626e-19	7.34648116183056e-19	2.86103531466805e-18	1.00362240746957e-17	2.93184241229298e-17	6.91798848976794e-17	1.30381221429402e-16	1.95541945321968e-16	2.33281123878714e-16	2.21700425879445e-16	1.68365249664104e-16	1.027763394244e-16	5.11429035449153e-17	2.17429512098893e-17	9.40430418237595e-18	6.08742136734108e-18	6.5451667054526e-18	8.89536167931593e-18	1.35254408312951e-17	2.1748916256719e-17	3.42882314209095e-17	5.01646705600942e-17	6.69063005552188e-17	8.18717820599721e-17	9.33020724669113e-17	1.00426907899016e-16	1.03553727755729e-16	1.04717752967629e-16	1.07416635520125e-16	1.13874028531421e-16	1.21478548811277e-16	1.22718340563484e-16	1.10670666807386e-16	8.56596627510308e-17	5.58435900680169e-17	3.09420575085631e-17	1.62051249051606e-17	1.21863407359585e-17	1.83860644018242e-17	3.53842602592433e-17	6.24574600474312e-17	9.27687988117227e-17	1.12890419178139e-16	1.11100120767395e-16
1.04783487083685e-19	1.01850824839629e-19	8.00012977324038e-20	5.16537797971465e-20	2.82229605561519e-20	1.37220956226829e-20	6.44812662481024e-21	3.27505583663619e-21	1.98314970696001e-21	1.49712117801141e-21	1.44940097194921e-21	1.83634787546457e-21	2.88678222658946e-21	5.11148255446165e-21	9.61273500874235e-21	1.90117515099628e-20	3.96424046534295e-20	8.57471543652798e-20	1.89625451471255e-19	4.49332633344243e-19	1.28794837031161e-18	4.62082809092624e-18	1.77493304822627e-17	6.18731240677985e-17	1.80195439915169e-16	4.24532331501996e-16	7.99588423083059e-16	1.19924517453847e-15	1.43160613509105e-15	1.36217285672125e-15	1.03628943504509e-15	6.34049390997897e-16	3.16409687687585e-16	1.3496102859182e-16	5.85509589120181e-17	3.79759661906713e-17	4.09929684538651e-17	5.60349450301736e-17	8.54113084661247e-17	1.36903180216785e-16	2.14467691000853e-16	3.1168519715704e-16	4.1332870794527e-16	5.03527902794944e-16	5.72007611381273e-16	6.14513168468153e-16	6.33228118617995e-16	6.4068954923388e-16	6.581631553648e-16	6.98965313469228e-16	7.46775862372005e-16	7.55351897091493e-16	6.82158878806936e-16	5.29065407173947e-16	3.45998433886073e-16	1.92710056694167e-16	1.0178030464823e-16	7.68484066385899e-17	1.14627107541857e-16	2.18070300655667e-16	3.82273723392736e-16	5.65584955214865e-16	6.86755514879334e-16	6.75041088152038e-16
7.56338771593307e-19	7.36751389626939e-19	5.80613750597218e-19	3.76827603632156e-19	2.07597776977957e-19	1.02250682004406e-19	4.89612342291526e-20	2.54282807340357e-20	1.56822539915962e-20	1.19300879990773e-20	1.14863067250078e-20	1.43008426344406e-20	2.19717622197499e-20	3.80110933655832e-20	6.98200240228475e-20	1.34609843927258e-19	2.73250867713114e-19	5.75877520272832e-19	1.24088909164946e-18	2.85201895647678e-18	7.8919331454737e-18	2.75403355758085e-17	1.04268871778316e-16	3.61078780955779e-16	1.04818529446087e-15	2.46539642200362e-15	4.64020475463327e-15	6.95964097761738e-15	8.31356064883707e-15	7.92034103371205e-15	6.03671318152645e-15	3.70261215159442e-15	1.85333406105494e-15	7.93306928799153e-16	3.45304004540244e-16	2.24471712641761e-16	2.4330516832723e-16	3.34478642516949e-16	5.10924344150017e-16	8.16093522431255e-16	1.27009287713307e-15	1.83319674177087e-15	2.41669211454137e-15	2.93049439352928e-15	3.31807552705325e-15	3.55757728972524e-15	3.66346935888886e-15	3.70882424422001e-15	3.81588882370337e-15	4.05994858268048e-15	4.34444237629711e-15	4.40001961634768e-15	3.97944766126017e-15	3.09288089307994e-15	2.02937698400912e-15	1.13649574660032e-15	6.05585495050935e-16	4.59247355484661e-16	6.77066893578628e-16	1.27254280146512e-15	2.2143861685428e-15	3.26254328964709e-15	3.95215928209206e-15	3.87961564807502e-15
5.16376088082057e-18	5.04135042151065e-18	3.98667888001389e-18	2.60142983389322e-18	1.44546414489669e-18	7.21506216127905e-19	3.52127812432438e-19	1.8695063341502e-19	1.17351202630201e-19	8.99295917330766e-20	8.61361582503375e-20	1.05458223433457e-19	1.5842412688673e-19	2.67832431360734e-19	4.8062513228273e-19	9.03576681830858e-19	1.78593679237387e-18	3.66716891933067e-18	7.70024292107159e-18	1.71721705599428e-17	4.58684974311497e-17	1.55557614003856e-16	5.80092837902112e-16	1.99489715126583e-15	5.77125203980477e-15	1.35503817582771e-14	2.54840609700096e-14	3.82223250569376e-14	4.56889242557532e-14	4.35856828575469e-14	3.32855945612834e-14	2.04691006597056e-14	1.02790779033741e-14	4.41655710920539e-15	1.92935236569187e-15	1.25744377319377e-15	1.36878970654504e-15	1.8921626411066e-15	2.89549125938718e-15	4.60739635386416e-15	7.12201271809724e-15	1.02073697140448e-14	1.33746291034133e-14	1.614073605107e-14	1.82129773895436e-14	1.94874783287741e-14	2.00539607903926e-14	2.03154306315033e-14	2.09363250985694e-14	2.23183905262468e-14	2.39206964439552e-14	2.42587003037523e-14	2.19728691271181e-14	1.71152159724544e-14	1.12690797819737e-14	6.34742076898167e-15	3.41392422192089e-15	2.60121330966753e-15	3.78959971812487e-15	7.0324032589636e-15	1.2141607377418e-14	1.78083419157723e-14	2.15176197729611e-14	2.10924261443666e-14
3.33480938327859e-17	3.26341755213124e-17	2.59000779451621e-17	1.69959222816352e-17	9.52778641051367e-18	4.82140095726219e-18	2.39879232534059e-18	1.3015060293859e-18	8.30985513629343e-19	6.41274052213816e-19	6.11234395502818e-19	7.36393375945385e-19	1.08215516723294e-18	1.78820119605264e-18	3.13569666648422e-18	5.75035051928956e-18	1.10685440390853e-17	2.21433519260055e-17	4.53133751535725e-17	9.80855734483382e-17	2.52896489334983e-16	8.3282185396688e-16	3.05682144562095e-15	1.04354578535816e-14	3.00808209280065e-14	7.04939728438118e-14	1.32466381274078e-13	1.9867460903129e-13	2.3765062010265e-13	2.27027090900042e-13	1.73739011506178e-13	1.07139322274928e-13	5.39899334615042e-14	2.32921181236161e-14	1.02153772716226e-14	6.67723320408671e-15	7.30067219363104e-15	1.01461113334668e-14	1.55475579771432e-14	2.46377718049458e-14	3.78183453791768e-14	5.38108356977769e-14	7.00674909593621e-14	8.41415180350673e-14	9.46073153979697e-14	1.01012227312451e-13	1.03877929132898e-13	1.0530770497939e-13	1.08716071044383e-13	1.16126029572062e-13	1.24668249542706e-13	1.26599942230482e-13	1.14847945307831e-13	8.96633820667741e-14	5.92522652267385e-14	3.35780796077563e-14	1.82377273527865e-14	1.39666983819567e-14	2.01023997490597e-14	3.68095821489207e-14	6.30234570164402e-14	9.19918719350278e-14	1.10847312946644e-13	1.08488399584707e-13
2.03733262294853e-16	1.9986215452204e-16	1.59217550018999e-16	1.05093721446266e-16	5.94584643010559e-17	3.05138734979099e-17	1.54790466707973e-17	8.57972643390707e-18	5.5683856448713e-18	4.3259226056297e-18	4.10443716496544e-18	4.86911507736927e-18	7.00287925872493e-18	1.13131244193059e-17	1.93897581159181e-17	3.46955590457598e-17	6.50508421342474e-17	1.26791704229291e-16	2.52881184458212e-16	5.31509677327823e-16	1.32287468255677e-15	4.22688604382985e-15	1.52593387355312e-14	5.16931003511664e-14	1.48439884831121e-13	3.4716708330333e-13	6.51772939229533e-13	9.7748371538671e-13	1.17008737913869e-12	1.11942360591098e-12	8.58571479649329e-13	5.3102776374443e-13	2.68594148002263e-13	1.16384805211542e-13	5.1266123522415e-14	3.36204548466874e-14	3.69262171348258e-14	5.15782610622037e-14	7.9109612513738e-14	1.24801840570988e-13	1.9018487153459e-13	2.68607621319318e-13	3.47510569153967e-13	4.15187335186318e-13	4.65113890284241e-13	4.95508543871898e-13	5.09220116230325e-13	5.16636915246734e-13	5.34349544082709e-13	5.71967620274981e-13	6.15077908998134e-13	6.25462967976626e-13	5.68305269605233e-13	4.44747695308918e-13	2.95033151483887e-13	1.68272263636064e-13	9.23429568653087e-14	7.11009081617418e-14	1.01082090381944e-13	1.82523378893542e-13	3.09738547910673e-13	4.49767714461397e-13	5.40349284490281e-13	5.27961145445935e-13
1.17753004446158e-15	1.15812422560874e-15	9.26226366061961e-16	6.15100890598603e-16	3.51326338224014e-16	1.82912935210667e-16	9.46171367359977e-17	5.35560804497991e-17	3.53102410535141e-17	2.76071843555301e-17	2.60814556325934e-17	3.04861805285091e-17	4.2932955816153e-17	6.78228127146625e-17	1.13640568877406e-16	1.98479037715239e-16	3.6255414996018e-16	6.88492139240531e-16	1.33842763749008e-15	2.73251700674172e-15	6.5658692575625e-15	2.03408045138124e-14	7.21708558924577e-14	2.42518862423174e-13	6.9360222923103e-13	1.61869668374758e-12	3.03593444391611e-12	4.55270128482233e-12	5.45380819072684e-12	5.22573305010067e-12	4.01745316593372e-12	2.49268446371651e-12	1.26583841761168e-12	5.51103485625763e-13	2.43922073220718e-13	1.60561074905856e-13	1.77160269950482e-13	2.48621898676738e-13	3.81487127762101e-13	5.98908811839003e-13	9.05872062533422e-13	1.26970793215214e-12	1.63185336335749e-12	1.93941063789892e-12	2.16436063890971e-12	2.3005545344393e-12	2.36262231582315e-12	2.39912467984496e-12	2.48627811276419e-12	2.66712617141046e-12	2.87309984780826e-12	2.92566715034382e-12	2.66266069006142e-12	2.08898415578985e-12	1.39139426905938e-12	7.98993309700319e-13	4.43238656660863e-13	3.43241611436769e-13	4.81897980784393e-13	8.57543345599391e-13	1.44153075562185e-12	2.08160575204031e-12	2.49283661322509e-12	2.43124766455849e-12
6.43927098092464e-15	6.35013957943322e-15	5.09939045542351e-15	3.40795393713282e-15	1.96572599883873e-15	1.03859708148658e-15	5.47878639728113e-16	3.16558489769045e-16	2.11892614398886e-16	1.66682684059175e-16	1.56838955067976e-16	1.80747810193621e-16	2.49368403416958e-16	3.85311356202892e-16	6.31293430087562e-16	1.0765383072896e-15	1.91633506964832e-15	3.54565024428904e-15	6.71869067440688e-15	1.33284899085611e-14	3.0925243838485e-14	9.28259547330058e-14	3.23459895952127e-13	1.07774688767086e-12	3.06924433848878e-12	7.14646680595577e-12	1.33890511739082e-11	2.00759397478531e-11	2.40679278751931e-11	2.30990120069771e-11	1.780255992097e-11	1.10832776639009e-11	5.65245995470372e-12	2.47352244912023e-12	1.10062710295315e-12	7.27530282712204e-13	8.0645551499925e-13	1.13658739383213e-12	1.74371130223474e-12	2.72314294500339e-12	4.08716391509333e-12	5.68425335339141e-12	7.25611340395648e-12	8.57700929288133e-12	9.53419690105392e-12	1.01103729945758e-11	1.03762642263016e-11	1.05467294447069e-11	1.09528096703998e-11	1.17762172367307e-11	1.27079747928148e-11	1.29586899599412e-11	1.18136498214985e-11	9.29269631132467e-12	6.21603856291271e-12	3.59526727137661e-12	2.01727209679694e-12	1.57164033623309e-12	2.17860073944509e-12	3.81819541261623e-12	6.35421668037555e-12	9.1210209902845e-12	1.08852565017794e-11	1.05953625666996e-11
